tahun,nama_provinsi,nama_kabupaten/kota,nama_kecamatan,jenis_kelamin,usia,jumlah
2020,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,LAKI-LAKI,15-19,208
2020,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,LAKI-LAKI,20-24,2882
2020,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,LAKI-LAKI,25-29,11151
2020,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,LAKI-LAKI,30-34,19062
2020,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,LAKI-LAKI,35-39,25312
2020,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,LAKI-LAKI,40-44,23507
2020,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,LAKI-LAKI,45-49,20536
2020,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,LAKI-LAKI,50-54,16974
2020,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,LAKI-LAKI,55-59,11809
2020,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,LAKI-LAKI,60-64,8420
2020,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,LAKI-LAKI,65-69,5405
2020,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,LAKI-LAKI,70-75,2762
2020,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,LAKI-LAKI,>75,1243
2020,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,LAKI-LAKI,<15,3
2020,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,LAKI-LAKI,15-19,94
2020,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,LAKI-LAKI,20-24,1190
2020,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,LAKI-LAKI,25-29,6122
2020,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,LAKI-LAKI,30-34,12307
2020,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,LAKI-LAKI,35-39,17008
2020,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,LAKI-LAKI,40-44,17619
2020,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,LAKI-LAKI,45-49,16246
2020,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,LAKI-LAKI,50-54,13249
2020,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,LAKI-LAKI,55-59,9584
2020,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,LAKI-LAKI,60-64,7133
2020,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,LAKI-LAKI,65-69,5510
2020,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,LAKI-LAKI,70-75,4022
2020,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,LAKI-LAKI,>75,2419
2020,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,LAKI-LAKI,<15,2
2020,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,LAKI-LAKI,15-19,57
2020,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,LAKI-LAKI,20-24,796
2020,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,LAKI-LAKI,25-29,3764
2020,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,LAKI-LAKI,30-34,6695
2020,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,LAKI-LAKI,35-39,8508
2020,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,LAKI-LAKI,40-44,8796
2020,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,LAKI-LAKI,45-49,8215
2020,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,LAKI-LAKI,50-54,6850
2020,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,LAKI-LAKI,55-59,5258
2020,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,LAKI-LAKI,60-64,3570
2020,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,LAKI-LAKI,65-69,2506
2020,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,LAKI-LAKI,70-75,1487
2020,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,LAKI-LAKI,>75,852
2020,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,LAKI-LAKI,<15,2
2020,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,LAKI-LAKI,15-19,85
2020,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,LAKI-LAKI,20-24,1466
2020,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,LAKI-LAKI,25-29,5813
2020,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,LAKI-LAKI,30-34,9761
2020,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,LAKI-LAKI,35-39,12852
2020,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,LAKI-LAKI,40-44,12442
2020,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,LAKI-LAKI,45-49,10870
2020,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,LAKI-LAKI,50-54,9556
2020,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,LAKI-LAKI,55-59,7174
2020,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,LAKI-LAKI,60-64,5268
2020,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,LAKI-LAKI,65-69,3627
2020,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,LAKI-LAKI,70-75,1996
2020,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,LAKI-LAKI,>75,994
2020,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LAKI-LAKI,<15,2
2020,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LAKI-LAKI,15-19,73
2020,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LAKI-LAKI,20-24,1149
2020,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LAKI-LAKI,25-29,5542
2020,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LAKI-LAKI,30-34,8984
2020,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LAKI-LAKI,35-39,11244
2020,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LAKI-LAKI,40-44,11523
2020,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LAKI-LAKI,45-49,10225
2020,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LAKI-LAKI,50-54,8646
2020,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LAKI-LAKI,55-59,6717
2020,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LAKI-LAKI,60-64,4533
2020,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LAKI-LAKI,65-69,2966
2020,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LAKI-LAKI,70-75,1572
2020,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LAKI-LAKI,>75,821
2020,DKI JAKARTA,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PEREMPUAN,<15,0
2020,DKI JAKARTA,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PEREMPUAN,15-19,1
2020,DKI JAKARTA,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PEREMPUAN,20-24,12
2020,DKI JAKARTA,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PEREMPUAN,25-29,23
2020,DKI JAKARTA,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PEREMPUAN,30-34,50
2020,DKI JAKARTA,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PEREMPUAN,35-39,55
2020,DKI JAKARTA,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PEREMPUAN,40-44,68
2020,DKI JAKARTA,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PEREMPUAN,45-49,83
2020,DKI JAKARTA,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PEREMPUAN,50-54,81
2020,DKI JAKARTA,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PEREMPUAN,55-59,107
2020,DKI JAKARTA,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PEREMPUAN,60-64,96
2020,DKI JAKARTA,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PEREMPUAN,65-69,58
2020,DKI JAKARTA,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PEREMPUAN,70-75,63
2020,DKI JAKARTA,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PEREMPUAN,>75,40
2020,DKI JAKARTA,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PEREMPUAN,15-19,1
2020,DKI JAKARTA,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PEREMPUAN,20-24,11
2020,DKI JAKARTA,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PEREMPUAN,25-29,23
2020,DKI JAKARTA,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PEREMPUAN,30-34,29
2020,DKI JAKARTA,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PEREMPUAN,35-39,43
2020,DKI JAKARTA,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PEREMPUAN,40-44,43
2020,DKI JAKARTA,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PEREMPUAN,45-49,54
2020,DKI JAKARTA,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PEREMPUAN,50-54,67
2020,DKI JAKARTA,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PEREMPUAN,55-59,79
2020,DKI JAKARTA,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PEREMPUAN,60-64,57
2020,DKI JAKARTA,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PEREMPUAN,65-69,44
2020,DKI JAKARTA,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PEREMPUAN,70-75,57
2020,DKI JAKARTA,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PEREMPUAN,>75,22
2020,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PEREMPUAN,<15,5
2020,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PEREMPUAN,15-19,54
2020,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PEREMPUAN,20-24,151
2020,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PEREMPUAN,25-29,322
2020,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PEREMPUAN,30-34,387
2020,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PEREMPUAN,35-39,583
2020,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PEREMPUAN,40-44,692
2020,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PEREMPUAN,45-49,831
2020,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PEREMPUAN,50-54,882
2020,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PEREMPUAN,55-59,1028
2020,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PEREMPUAN,60-64,1112
2020,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PEREMPUAN,65-69,926
2020,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PEREMPUAN,70-75,789
2020,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PEREMPUAN,>75,1151
2020,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,PEREMPUAN,<15,6
2020,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,PEREMPUAN,15-19,65
2020,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,PEREMPUAN,20-24,214
2020,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,PEREMPUAN,25-29,477
2020,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,PEREMPUAN,30-34,695
2020,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,PEREMPUAN,35-39,919
2020,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,PEREMPUAN,40-44,1022
2020,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,PEREMPUAN,45-49,1135
2020,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,PEREMPUAN,50-54,1305
2020,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,PEREMPUAN,55-59,1520
2020,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,PEREMPUAN,60-64,1426
2020,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,PEREMPUAN,65-69,1234
2020,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,PEREMPUAN,70-75,1125
2020,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,PEREMPUAN,>75,1443
2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,PEREMPUAN,<15,20
2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,PEREMPUAN,15-19,115
2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,PEREMPUAN,20-24,439
2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,PEREMPUAN,25-29,893
2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,PEREMPUAN,30-34,1108
2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,PEREMPUAN,35-39,1544
2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,PEREMPUAN,40-44,1847
2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,PEREMPUAN,45-49,2088
2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,PEREMPUAN,50-54,2349
2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,PEREMPUAN,55-59,2514
2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,PEREMPUAN,60-64,2312
2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,PEREMPUAN,65-69,1922
2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,PEREMPUAN,70-75,1835
2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,PEREMPUAN,>75,1652
2020,DKI JAKARTA,JAKARTA PUSAT,S E N E N,PEREMPUAN,<15,11
2020,DKI JAKARTA,JAKARTA PUSAT,S E N E N,PEREMPUAN,15-19,86
2020,DKI JAKARTA,JAKARTA PUSAT,S E N E N,PEREMPUAN,20-24,226
2020,DKI JAKARTA,JAKARTA PUSAT,S E N E N,PEREMPUAN,25-29,498
2020,DKI JAKARTA,JAKARTA PUSAT,S E N E N,PEREMPUAN,30-34,605
2020,DKI JAKARTA,JAKARTA PUSAT,S E N E N,PEREMPUAN,35-39,839
2020,DKI JAKARTA,JAKARTA PUSAT,S E N E N,PEREMPUAN,40-44,971
2020,DKI JAKARTA,JAKARTA PUSAT,S E N E N,PEREMPUAN,45-49,1020
2020,DKI JAKARTA,JAKARTA PUSAT,S E N E N,PEREMPUAN,50-54,1279
2020,DKI JAKARTA,JAKARTA PUSAT,S E N E N,PEREMPUAN,55-59,1453
2020,DKI JAKARTA,JAKARTA PUSAT,S E N E N,PEREMPUAN,60-64,1294
2020,DKI JAKARTA,JAKARTA PUSAT,S E N E N,PEREMPUAN,65-69,1064
2020,DKI JAKARTA,JAKARTA PUSAT,S E N E N,PEREMPUAN,70-75,921
2020,DKI JAKARTA,JAKARTA PUSAT,S E N E N,PEREMPUAN,>75,1053
2020,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,PEREMPUAN,<15,3
2020,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,PEREMPUAN,15-19,43
2020,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,PEREMPUAN,20-24,154
2020,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,PEREMPUAN,25-29,294
2020,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,PEREMPUAN,30-34,418
2020,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,PEREMPUAN,35-39,560
2020,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,PEREMPUAN,40-44,689
2020,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,PEREMPUAN,45-49,812
2020,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,PEREMPUAN,50-54,909
2020,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,PEREMPUAN,55-59,950
2020,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,PEREMPUAN,60-64,850
2020,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,PEREMPUAN,65-69,702
2020,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,PEREMPUAN,70-75,754
2020,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,PEREMPUAN,>75,837
2020,DKI JAKARTA,JAKARTA PUSAT,MENTENG,PEREMPUAN,<15,11
2020,DKI JAKARTA,JAKARTA PUSAT,MENTENG,PEREMPUAN,15-19,31
2020,DKI JAKARTA,JAKARTA PUSAT,MENTENG,PEREMPUAN,20-24,94
2020,DKI JAKARTA,JAKARTA PUSAT,MENTENG,PEREMPUAN,25-29,251
2020,DKI JAKARTA,JAKARTA PUSAT,MENTENG,PEREMPUAN,30-34,300
2020,DKI JAKARTA,JAKARTA PUSAT,MENTENG,PEREMPUAN,35-39,455
2020,DKI JAKARTA,JAKARTA PUSAT,MENTENG,PEREMPUAN,40-44,573
2020,DKI JAKARTA,JAKARTA PUSAT,MENTENG,PEREMPUAN,45-49,669
2020,DKI JAKARTA,JAKARTA PUSAT,MENTENG,PEREMPUAN,50-54,844
2020,DKI JAKARTA,JAKARTA PUSAT,MENTENG,PEREMPUAN,55-59,1005
2020,DKI JAKARTA,JAKARTA PUSAT,MENTENG,PEREMPUAN,60-64,877
2020,DKI JAKARTA,JAKARTA PUSAT,MENTENG,PEREMPUAN,65-69,806
2020,DKI JAKARTA,JAKARTA PUSAT,MENTENG,PEREMPUAN,70-75,678
2020,DKI JAKARTA,JAKARTA PUSAT,MENTENG,PEREMPUAN,>75,832
2020,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,PEREMPUAN,<15,16
2020,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,PEREMPUAN,15-19,142
2020,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,PEREMPUAN,20-24,396
2020,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,PEREMPUAN,25-29,698
2020,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,PEREMPUAN,30-34,889
2020,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,PEREMPUAN,35-39,1258
2020,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,PEREMPUAN,40-44,1391
2020,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,PEREMPUAN,45-49,1518
2020,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,PEREMPUAN,50-54,1749
2020,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,PEREMPUAN,55-59,1868
2020,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,PEREMPUAN,60-64,1630
2020,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,PEREMPUAN,65-69,1305
2020,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,PEREMPUAN,70-75,1141
2020,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,PEREMPUAN,>75,1217
2020,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,PEREMPUAN,<15,17
2020,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,PEREMPUAN,15-19,57
2020,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,PEREMPUAN,20-24,175
2020,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,PEREMPUAN,25-29,351
2020,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,PEREMPUAN,30-34,476
2020,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,PEREMPUAN,35-39,751
2020,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,PEREMPUAN,40-44,976
2020,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,PEREMPUAN,45-49,1077
2020,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,PEREMPUAN,50-54,1265
2020,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,PEREMPUAN,55-59,1352
2020,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,PEREMPUAN,60-64,1255
2020,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,PEREMPUAN,65-69,1035
2020,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,PEREMPUAN,70-75,870
2020,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,PEREMPUAN,>75,913
2020,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PEREMPUAN,<15,0
2020,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PEREMPUAN,15-19,90
2020,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PEREMPUAN,20-24,613
2020,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PEREMPUAN,25-29,1245
2020,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PEREMPUAN,30-34,1655
2020,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PEREMPUAN,35-39,2082
2020,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PEREMPUAN,40-44,2258
2020,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PEREMPUAN,45-49,2302
2020,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PEREMPUAN,50-54,2493
2020,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PEREMPUAN,55-59,2561
2020,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PEREMPUAN,60-64,2459
2020,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PEREMPUAN,65-69,1986
2020,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PEREMPUAN,70-75,1565
2020,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PEREMPUAN,>75,1356
2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,PEREMPUAN,<15,1
2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,PEREMPUAN,15-19,105
2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,PEREMPUAN,20-24,652
2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,PEREMPUAN,25-29,1364
2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,PEREMPUAN,30-34,1691
2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,PEREMPUAN,35-39,2335
2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,PEREMPUAN,40-44,2965
2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,PEREMPUAN,45-49,3123
2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,PEREMPUAN,50-54,3358
2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,PEREMPUAN,55-59,3658
2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,PEREMPUAN,60-64,3462
2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,PEREMPUAN,65-69,2457
2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,PEREMPUAN,70-75,2125
2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,PEREMPUAN,>75,1565
2020,DKI JAKARTA,JAKARTA UTARA,KOJA,PEREMPUAN,<15,2
2020,DKI JAKARTA,JAKARTA UTARA,KOJA,PEREMPUAN,15-19,99
2020,DKI JAKARTA,JAKARTA UTARA,KOJA,PEREMPUAN,20-24,677
2020,DKI JAKARTA,JAKARTA UTARA,KOJA,PEREMPUAN,25-29,1274
2020,DKI JAKARTA,JAKARTA UTARA,KOJA,PEREMPUAN,30-34,1624
2020,DKI JAKARTA,JAKARTA UTARA,KOJA,PEREMPUAN,35-39,2136
2020,DKI JAKARTA,JAKARTA UTARA,KOJA,PEREMPUAN,40-44,2450
2020,DKI JAKARTA,JAKARTA UTARA,KOJA,PEREMPUAN,45-49,2564
2020,DKI JAKARTA,JAKARTA UTARA,KOJA,PEREMPUAN,50-54,2859
2020,DKI JAKARTA,JAKARTA UTARA,KOJA,PEREMPUAN,55-59,3002
2020,DKI JAKARTA,JAKARTA UTARA,KOJA,PEREMPUAN,60-64,2827
2020,DKI JAKARTA,JAKARTA UTARA,KOJA,PEREMPUAN,65-69,1850
2020,DKI JAKARTA,JAKARTA UTARA,KOJA,PEREMPUAN,70-75,1513
2020,DKI JAKARTA,JAKARTA UTARA,KOJA,PEREMPUAN,>75,983
2020,DKI JAKARTA,JAKARTA UTARA,CILINCING,PEREMPUAN,<15,6
2020,DKI JAKARTA,JAKARTA UTARA,CILINCING,PEREMPUAN,15-19,137
2020,DKI JAKARTA,JAKARTA UTARA,CILINCING,PEREMPUAN,20-24,1009
2020,DKI JAKARTA,JAKARTA UTARA,CILINCING,PEREMPUAN,25-29,1889
2020,DKI JAKARTA,JAKARTA UTARA,CILINCING,PEREMPUAN,30-34,2046
2020,DKI JAKARTA,JAKARTA UTARA,CILINCING,PEREMPUAN,35-39,2839
2020,DKI JAKARTA,JAKARTA UTARA,CILINCING,PEREMPUAN,40-44,3360
2020,DKI JAKARTA,JAKARTA UTARA,CILINCING,PEREMPUAN,45-49,3167
2020,DKI JAKARTA,JAKARTA UTARA,CILINCING,PEREMPUAN,50-54,3228
2020,DKI JAKARTA,JAKARTA UTARA,CILINCING,PEREMPUAN,55-59,3307
2020,DKI JAKARTA,JAKARTA UTARA,CILINCING,PEREMPUAN,60-64,3074
2020,DKI JAKARTA,JAKARTA UTARA,CILINCING,PEREMPUAN,65-69,2090
2020,DKI JAKARTA,JAKARTA UTARA,CILINCING,PEREMPUAN,70-75,1748
2020,DKI JAKARTA,JAKARTA UTARA,CILINCING,PEREMPUAN,>75,961
2020,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PEREMPUAN,<15,2
2020,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PEREMPUAN,15-19,44
2020,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PEREMPUAN,20-24,288
2020,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PEREMPUAN,25-29,629
2020,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PEREMPUAN,30-34,880
2020,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PEREMPUAN,35-39,1114
2020,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PEREMPUAN,40-44,1257
2020,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PEREMPUAN,45-49,1286
2020,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PEREMPUAN,50-54,1443
2020,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PEREMPUAN,55-59,1459
2020,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PEREMPUAN,60-64,1415
2020,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PEREMPUAN,65-69,1069
2020,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PEREMPUAN,70-75,938
